question,answer
What is the radius of the jib when its length is 64m and the boom length is 29m?,The radius of the jib is approximately 12.7m.
What is the radius of the jib when its length is 68m and the boom length is 29m?,The radius of the jib is approximately 10.9m.
What is the maximum boom length of the SCC3000A Crawler Crane?,The maximum boom length of the SCC3000A Crawler Crane is 32m.
What is the minimum jib length of the SCC3000A Crawler Crane?,The minimum jib length of the SCC3000A Crawler Crane is 21m.
What is the radius of the jib when the boom is at 22m and the jib is at 21m?,The radius of the jib when the boom is at 22m and the jib is at 21m is 59.8m.
What is the radius of the jib when the boom is at 24m and the jib is at 24m?,The radius of the jib when the boom is at 24m and the jib is at 24m is 53.6m.
What is the maximum radius of the jib for a boom length of 26m?,The maximum radius of the jib for a boom length of 26m is 48.3m.
What is the minimum radius of the jib for a boom length of 30m?,The minimum radius of the jib for a boom length of 30m is 40.4m.
What is the radius of the jib when the boom is at 32m and the jib is at 36m?,The radius of the jib when the boom is at 32m and the jib is at 36m is 35.9m.
What is the radius of the jib when the boom is at 34m and the jib is at 32.3m?,The radius of the jib when the boom is at 34m and the jib is at 32.3m is 32.3m.
What is the radius of the jib when the boom is at 36m and the jib is at 29.6m?,The radius of the jib when the boom is at 36m and the jib is at 29.6m is 29.6m.
What is the radius of the jib when the boom is at 38m and the jib is at 27.3m?,The radius of the jib when the boom is at 38m and the jib is at 27.3m is 27.3m.
What is the radius of the jib when the boom is at 40m and the jib is at 24.9m?,The radius of the jib when the boom is at 40m and the jib is at 24.9m is 24.9m.
What is the radius of the jib when the boom is at 44m and the jib is at 21.4m?,The radius of the jib when the boom is at 44m and the jib is at 21.4m is 21.4m.
What is the radius of the jib when the boom is at 48m and the jib is at 18.8m?,The radius of the jib when the boom is at 48m and the jib is at 18.8m is 18.8m.
What is the radius of the jib when the boom is at 52m and the jib is at 16.7m?,The radius of the jib when the boom is at 52m and the jib is at 16.7m is 16.7m.
What is the radius of the jib when the boom is at 56m and the jib is at 15.4m?,The radius of the jib when the boom is at 56m and the jib is at 15.4m is 15.4m.
What is the radius of the jib when the boom is at 60m and the jib is at 13.6m?,The radius of the jib when the boom is at 60m and the jib is at 13.6m is 13.6m.
What is the radius of the jib when the boom is at 64m and the jib is at 12.2m?,The radius of the jib when the boom is at 64m and the jib is at 12.2m is 12.2m.
What is the radius of the jib when the boom is at 68m and the jib is at 10.6m?,The radius of the jib when the boom is at 68m and the jib is at 10.6m is 10.6m.
What is the radius of the jib when the boom is at 70m and the jib is at its minimum length of 21m?,The radius of the jib when the boom is at 70m and the jib is at its minimum length of 21m is 10.1m.
What is the model of the crawler crane?,SCC3000A Crawler Crane
What is the length of the boom?,The boom is 35m long.
What is the angle of the boom?,The boom angle is 75°.
What is the range of the jib?,The jib ranges from 21m to 63m.
What is the weight of the rear counterweight?,The rear counterweight is 112t.
What is the weight of the carbody counterweight?,The carbody counterweight is 40t.
What is the radius of the jib when it is at 22m?,The radius of the jib when it is at 22m is 59.2m.
What is the radius of the jib when it is at 26m and the boom angle is 75°?,The radius of the jib when it is at 26m and the boom angle is 75° is 47.4m.
What is the maximum radius of the jib?,The maximum radius of the jib is 63m.
What is the radius of the jib when it is at 32m and the boom angle is 75°?,The radius of the jib when it is at 32m and the boom angle is 75° is 35.2m.
What is the radius of the jib when it is at 40m and the boom angle is 75°?,The radius of the jib when it is at 40m and the boom angle is 75° is 25.1m.
What is the radius of the jib when it is at 48m and the boom angle is 75°?,The radius of the jib when it is at 48m and the boom angle is 75° is 19.1m.
What is the radius of the jib when it is at 56m and the boom angle is 75°?,The radius of the jib when it is at 56m and the boom angle is 75° is 14.5m.
What is the radius of the jib when it is at 68m and the boom angle is 75°?,The radius of the jib when it is at 68m and the boom angle is 75° is 10.4m.
What is the radius of the jib when it is at 72m and the boom angle is 75°?,The radius of the jib when it is at 72m and the boom angle is 75° is 9.3m.
What is the model of the crawler crane?,SCC3000A
What is the length of the boom?,The boom length is 38m.
What is the angle of the boom?,The boom angle is 75 degrees.
What is the range of the jib length?,The jib length is between 21m and 63m.
What is the weight of the rear counterweight?,The rear counterweight is 112t.
What is the weight of the carbody counterweight?,The carbody counterweight is 40t.
What is the radius of the jib when it is at 21m and the boom angle is 75 degrees?,The radius of the jib is 52.4m.
What is the radius of the jib when it is at 30m and the boom angle is 75 degrees?,The radius of the jib is 38.3m.
What is the radius of the jib when it is at 40m and the boom angle is 75 degrees?,The radius of the jib is 24.3m.
What is the radius of the jib when it is at 44m and the boom angle is 75 degrees?,The radius of the jib is 20.6m.
What is the radius of the jib when it is at 56m and the boom angle is 75 degrees?,The radius of the jib is 14.2m.
What is the radius of the jib when it is at 60m and the boom angle is 75 degrees?,The radius of the jib is 12.7m.
What is the radius of the jib when it is at 68m and the boom angle is 75 degrees?,The radius of the jib is 10.2m.
What is the radius of the jib when it is at 72m and the boom angle is 75 degrees?,The radius of the jib is 9.1m.
What is the brand and model of the crane?,SCC3000A Crawler Crane
What is the length of the boom?,The boom length is 41m.
What is the range of the jib length?,The jib length ranges from 21m to 63m.
What is the weight of the rear counterweight?,The rear counterweight is 112t.
What is the weight of the carbody counterweight?,The carbody counterweight is 40t.
What is the radius of the jib when the boom angle is 75° and the jib length is 21m?,The radius is 51.8m.
"What is the radius of the jib when the boom angle is 75°, the boom length is 26m, and the jib length is 46.5m?",The radius is 26m.
"What is the radius of the jib when the boom angle is 75°, the boom length is 30m, and the jib length is 38m?",The radius can be any value from 38.4m to 38.6m.
"What is the radius of the jib when the boom angle is 75°, the boom length is 32m, and the jib length is 35.4m?",The radius is 35m.
"What is the radius of the jib when the boom angle is 75°, the boom length is 36m, and the jib length is 31.5m?",The radius is 28.9m.
"What is the radius of the jib when the boom angle is 75°, the boom length is 40m, and the jib length is 24.2m?",The radius is 24.2m.
"What is the radius of the jib when the boom angle is 75°, the boom length is 44m, and the jib length is 20.1m?",The radius can be any value from 20.1m to 20.5m.
"What is the radius of the jib when the boom angle is 75°, the boom length is 48m, and the jib length is 18.1m?",The radius is 18.1m.
"What is the radius of the jib when the boom angle is 75°, the boom length is 52m, and the jib length is 15.7m?",The radius can be any value from 15.7m to 17.4m.
"What is the radius of the jib when the boom angle is 75°, the boom length is 56m, and the jib length is 14.2m?",The radius is 14.2m.
"What is the radius of the jib when the boom angle is 75°, the boom length is 60m, and the jib length is 12.4m?",The radius is 12.4m.
"What is the radius of the jib when the boom angle is 75°, the boom length is 64m, and the jib length is 11.1m?",The radius is 11.1m.
"What is the radius of the jib when the boom angle is 75°, the boom length is 68m, and the jib length is 9.9m?",The radius is 9.9m.
"What is the radius of the jib when the boom angle is 75°, the boom length is 72m, and the jib length is 7.2m?",The radius is 7.2m.
What is the model of the crawler crane?,The model of the crawler crane is SCC3000A.
What is the maximum length of the boom?,The maximum length of the boom is 44m.
What is the range of the jib's length?,The jib's length ranges from 21m to 63m.
What is the weight of the rear counterweight?,The weight of the rear counterweight is 112t.
What is the weight of the carbody counterweight?,The weight of the carbody counterweight is 40t.
What is the radius of the jib when its length is 26m and the boom angle is 75°?,The radius of the jib is 46.1m.
What is the radius of the jib when its length is 32m and the boom angle is 75°?,The radius of the jib ranges from 35.6m to 34.1m.
What is the radius of the jib when its length is 38m and the boom angle is 75°?,The radius of the jib ranges from 28.1m to 26.1m.
What is the radius of the jib when its length is 40m and the boom angle is 75°?,The radius of the jib ranges from 26.2m to 19.9m.
What is the radius of the jib when its length is 44m and the boom angle is 75°?,The radius of the jib ranges from 22.8m to 19.4m.
What is the radius of the jib when its length is 48m and the boom angle is 75°?,The radius of the jib ranges from 20m to 17.2m.
What is the maximum radius of the jib for the given boom angle?,The maximum radius of the jib is 46.1m.
What is the minimum radius of the jib for the given boom angle?,The minimum radius of the jib is 19.4m.
What is the maximum boom length of the SCC3000A Crawler Crane?,The maximum boom length of the SCC3000A Crawler Crane is 47m.
What is the range of the jib length of the SCC3000A Crawler Crane?,The jib length of the SCC3000A Crawler Crane ranges from 21m to 63m.
What is the weight of the rear counterweight of the SCC3000A Crawler Crane?,The rear counterweight of the SCC3000A Crawler Crane is 112t.
What is the weight of the carbody counterweight of the SCC3000A Crawler Crane?,The carbody counterweight of the SCC3000A Crawler Crane is 40t.
What is the radius of the crane when the boom length is 26m and the jib length is 45.5m?,The radius of the crane in this configuration is 26m.
What is the radius of the crane when the boom length is 34m and the jib length is 31.4m?,The radius of the crane in this configuration is 34m.
What is the radius of the crane when the boom length is 40m and the jib length is 23.9m?,The radius of the crane in this configuration is 40m.
What is the radius of the crane when the boom length is 48m and the jib length is 16.7m?,The radius of the crane in this configuration is 48m.
What is the radius of the crane when the boom length is 52m and the jib length is 15.3m?,The radius of the crane in this configuration is 52m.
What is the radius of the crane when the boom length is 56m and the jib length is 13.6m?,The radius of the crane in this configuration is 56m.
What is the radius of the crane when the boom length is 60m and the jib length is 11.8m?,The radius of the crane in this configuration is 60m.
What is the radius of the crane when the boom length is 64m and the jib length is 11.1m?,The radius of the crane in this configuration is 64m.
What is the radius of the crane when the boom length is 68m and the jib length is 9.9m?,The radius of the crane in this configuration is 68m.
What is the radius of the crane when the boom length is 72m and the jib length is 8.6m?,The radius of the crane in this configuration is 72m.
What is the radius of the crane when the boom length is 74m and the jib length is 7.9m?,The radius of the crane in this configuration is 74m.
What is the model of the crawler crane?,SCC3000A Crawler Crane
What is the length of the boom?,The boom length is 50m.
What is the maximum angle of the boom?,The maximum boom angle is 75 degrees.
What is the range of the jib?,The jib range is from 21m to 63m.
What is the weight of the rear counterweight?,The rear counterweight weighs 112t.
What is the weight of the carbody counterweight?,The carbody counterweight weighs 40t.
What is the radius of the jib when it is 21m long and the boom angle is 75 degrees?,The radius of the jib when it is 21m long and the boom angle is 75 degrees is 44.2m.
What is the radius of the jib when it is 32m long and the boom angle is 75 degrees?,The radius of the jib when it is 32m long and the boom angle is 75 degrees is 33.7m.
What is the radius of the jib when it is 44m long and the boom angle is 75 degrees?,The radius of the jib when it is 44m long and the boom angle is 75 degrees is 20.5m.
What is the radius of the jib when it is 52m long and the boom angle is 75 degrees?,The radius of the jib when it is 52m long and the boom angle is 75 degrees is 15.5m.
What is the radius of the jib when it is 64m long and the boom angle is 75 degrees?,The radius of the jib when it is 64m long and the boom angle is 75 degrees is 11.1m.
What is the radius of the jib when it is 68m long and the boom angle is 75 degrees?,The radius of the jib when it is 68m long and the boom angle is 75 degrees is 9.4m.
What is the radius of the jib when it is 72m long and the boom angle is 75 degrees?,The radius of the jib when it is 72m long and the boom angle is 75 degrees is 8m.
What is the radius of the jib when it is 76m long and the boom angle is 75 degrees?,The radius of the jib when it is 76m long and the boom angle is 75 degrees is 7.1m.
What is the maximum boom length of the SCC3000A crawler crane?,The maximum boom length of the SCC3000A crawler crane is 53m.
What is the minimum jib length of the SCC3000A crawler crane?,The minimum jib length of the SCC3000A crawler crane is 21m.
What is the maximum jib length of the SCC3000A crawler crane?,The maximum jib length of the SCC3000A crawler crane is 63m.
What is the weight of the rear counterweight of the SCC3000A crawler crane?,The weight of the rear counterweight of the SCC3000A crawler crane is 112t.
What is the weight of the carbody counterweight of the SCC3000A crawler crane?,The weight of the carbody counterweight of the SCC3000A crawler crane is 40t.
What is the radius (jib 21m) of the SCC3000A crawler crane?,The radius of the SCC3000A crawler crane with a jib length of 21m is 28m.
What is the radius (jib 30m) of the SCC3000A crawler crane?,The radius of the SCC3000A crawler crane with a jib length of 30m is 30m.
What is the radius (jib 36m) of the SCC3000A crawler crane?,The radius of the SCC3000A crawler crane with a jib length of 36m is 28.1m.
What is the radius (jib 44m) of the SCC3000A crawler crane?,The radius of the SCC3000A crawler crane with a jib length of 44m is 21.3m.
What is the radius (jib 52m) of the SCC3000A crawler crane?,The radius of the SCC3000A crawler crane with a jib length of 52m is 16.4m.
What is the radius (jib 64m) of the SCC3000A crawler crane?,The radius of the SCC3000A crawler crane with a jib length of 64m is 11m.
What is the radius (jib 68m) of the SCC3000A crawler crane?,The radius of the SCC3000A crawler crane with a jib length of 68m is 9.7m.
What is the radius (jib 76m) of the SCC3000A crawler crane?,The radius of the SCC3000A crawler crane with a jib length of 76m is 6.9m.
What is the boom angle of the SCC3000A crawler crane?,The boom angle of the SCC3000A crawler crane is 75°.
What is the model of the crawler crane?,SCC3000A
What is the maximum length of the boom?,The boom can extend up to 56m.
What is the angle of the boom when it is fully extended?,The boom angle is 75°.
What is the range of the jib's length?,The jib can extend from 21m to 63m.
What is the weight of the rear counterweight?,The rear counterweight weighs 112t.
What is the weight of the carbody counterweight?,The carbody counterweight weighs 40t.
What is the radius of the jib when it is at 21m?,The radius of the jib at 21m is 28m.
What is the radius of the jib when it is at 30m?,The radius of the jib at 30m is 35.2m.
What is the radius of the jib when it is at 34m?,The radius of the jib at 34m is 30.1m.
What is the radius of the jib when it is at 36m?,The radius of the jib at 36m is 27.9m.
What is the radius of the jib when it is at 60m?,The radius of the jib at 60m is 12.1m.
What is the radius of the jib when it is at 63m?,The radius of the jib at 63m is 12.6m.
What is the radius of the jib when it is at 64m?,The radius of the jib at 64m is 10.6m.
What is the radius of the jib when it is at 68m?,The radius of the jib at 68m is 8.7m.
What is the model of the crawler crane?,The model of the crawler crane is SCC3000A.
What is the maximum length of the boom?,The maximum length of the boom is 59m.
What is the range of the jib length?,The jib length can be adjusted from 21m to 63m.
What is the weight of the rear counterweight?,The weight of the rear counterweight is 112t.
What is the weight of the carbody counterweight?,The weight of the carbody counterweight is 40t.
What is the radius of the jib when it is 21m long?,The radius of the jib when it is 21m long is 30m.
What is the radius of the jib when it is 32m long and the boom angle is 75 degrees?,The radius of the jib when it is 32m long and the boom angle is 75 degrees is 32m.
What is the radius of the jib when it is 38m long and the boom angle is 75 degrees?,The radius of the jib when it is 38m long and the boom angle is 75 degrees is 26.3m.
What is the radius of the jib when it is 63m long and the boom angle is 75 degrees?,The radius of the jib when it is 63m long and the boom angle is 75 degrees is 23.7m.
What is the radius of the jib when it is 48m long and the boom angle is 75 degrees?,The radius of the jib when it is 48m long and the boom angle is 75 degrees can be any value from 18.5m to 14m.
What is the radius of the jib when it is 56m long and the boom angle is 75 degrees?,The radius of the jib when it is 56m long and the boom angle is 75 degrees can be any value from 13.4m to 9.3m.
What is the model of the crawler crane?,The model of the crawler crane is SCC3000A.
What is the maximum length of the boom?,The maximum length of the boom is 62m.
What is the range of the jib?,The jib ranges from 21m to 63m.
What is the weight of the rear counterweight?,The weight of the rear counterweight is 112t.
What is the weight of the carbody counterweight?,The weight of the carbody counterweight is 40t.
What is the radius of the jib when it is at 21m and the boom angle is 75°?,The radius of the jib in this configuration is 30m.
What is the radius of the jib when it is at 30m and the boom angle is 75°?,The radius of the jib in this configuration is approximately 33.7m.
What is the radius of the jib when it is at 34m and the boom angle is 75°?,The radius of the jib in this configuration is 27.8m.
What is the radius of the jib when it is at 38m and the boom angle is 75°?,The radius of the jib in this configuration is 22.8m.
What is the radius of the jib when it is at 44m and the boom angle is 75°?,The radius of the jib in this configuration is 17.1m.
What is the radius of the jib when it is at 52m and the boom angle is 75°?,The radius of the jib in this configuration is 11.8m.
What is the radius of the jib when it is at 60m and the boom angle is 75°?,The radius of the jib in this configuration is 9.3m.
What is the radius of the jib when it is at 64m and the boom angle is 75°?,The radius of the jib in this configuration is 8.3m.
What is the radius of the jib when it is at 68m and the boom angle is 75°?,The radius of the jib in this configuration is 7.4m.
What is the radius of the jib when it is at 72m and the boom angle is 75°?,The radius of the jib in this configuration is 6.6m.
What is the radius of the jib when it is at 76m and the boom angle is 75°?,The radius of the jib in this configuration is 5.8m.
What is the radius of the jib when it is at 78m and the boom angle is 75°?,The radius of the jib in this configuration is 5.5m.
What is the maximum boom length of the SCC3000A Crawler Crane?,The maximum boom length of the SCC3000A Crawler Crane is 26m.
What is the maximum jib length of the SCC3000A Crawler Crane?,The maximum jib length of the SCC3000A Crawler Crane is 63m.
What is the weight of the rear counterweight of the SCC3000A Crawler Crane?,The weight of the rear counterweight of the SCC3000A Crawler Crane is 112t.
What is the weight of the carbody counterweight of the SCC3000A Crawler Crane?,The weight of the carbody counterweight of the SCC3000A Crawler Crane is 40t.
What is the radius (m) and corresponding maximum lifting capacity (t) when the jib length is 21m?,"At a jib length of 21m, the radius is 12m and the maximum lifting capacity is 103t."
At what radius and jib length does the SCC3000A Crawler Crane have a maximum lifting capacity of 52t?,"At a jib length of 52m, the radius is 12.1m."
What is the maximum lifting capacity (t) of the SCC3000A Crawler Crane when the radius is 24m and jib length is 44m?,The maximum lifting capacity at a radius of 24m and jib length of 44m is 44t.
What is the maximum lifting capacity (t) of the SCC3000A Crawler Crane when the radius is 38m and jib length is 27.9m?,The maximum lifting capacity at a radius of 38m and jib length of 27.9m is 27.9t.
What is the maximum lifting capacity (t) of the SCC3000A Crawler Crane when the radius is 64m and jib length is 9.7m?,The maximum lifting capacity at a radius of 64m and jib length of 9.7m is 9.7t.
What is the maximum lifting capacity (t) of the SCC3000A Crawler Crane when the radius is 60m and jib length is 11.7m?,The maximum lifting capacity at a radius of 60m and jib length of 11.7m is 11.7t.
What is the maximum lifting capacity (t) of the SCC3000A Crawler Crane when the radius is 56m and jib length is 14.3m?,The maximum lifting capacity at a radius of 56m and jib length of 14.3m is 14.3t.
At what jib length does the maximum lifting capacity of the SCC3000A Crawler Crane decrease as radius increases from 36m to 38m?,At a jib length of 37.9m the maximum lifting capacity decreases from 30.4t to 27.9t as radius increases from 36m to 38m.
At what jib length does the maximum lifting capacity of the SCC3000A Crawler Crane decrease as radius increases from 52m to 56m?,At a jib length of 53.4m the maximum lifting capacity decreases from 52t to 36t as radius increases from 52m to 56m.
What is the maximum lifting capacity (t) of the SCC3000A Crawler Crane when the radius is 12m and jib length is 21m?,The maximum lifting capacity at a radius of 12m and jib length of 21m is 103t.
What is the maximum lifting capacity (t) of the SCC3000A Crawler Crane when the radius is 30m and jib length is 36.7m?,The maximum lifting capacity at a radius of 30m and jib length of 36.7m is 30t.
What is the maximum lifting capacity (t) of the SCC3000A Crawler Crane when the radius is 44m and jib length is 22.2m?,The maximum lifting capacity at a radius of 44m and jib length of 22.2m is 22.2t.
What is the maximum lifting capacity (t) of the SCC3000A Crawler Crane when the radius is 30m and jib length is 38.2m?,The maximum lifting capacity at a radius of 30m and jib length of 38.2m is 32t.
At which jib lengths does the maximum lifting capacity of the SCC3000A Crawler Crane stay the same as radius increases from 24m to 28m?,"The maximum lifting capacity stays the same at 45.2t for jib lengths 28m, 24m and 44m when the radius increases from 24m to 28m."
At which jib lengths does the maximum lifting capacity of the SCC3000A Crawler Crane stay the same as radius increases from 40m to 44m?,"The maximum lifting capacity stays the same at 50t for jib length 44m, 40m, and 49m when the radius increases from 40m to 44m."
What is the maximum boom length of the SCC3000A Crawler Crane?,The maximum boom length of the SCC3000A Crawler Crane is 29m.
What is the minimum jib length of the SCC3000A Crawler Crane?,The minimum jib length of the SCC3000A Crawler Crane is 21m.
What is the maximum jib length of the SCC3000A Crawler Crane?,The maximum jib length of the SCC3000A Crawler Crane is 63m.
What is the weight of the rear counterweight of the SCC3000A Crawler Crane?,The weight of the rear counterweight of the SCC3000A Crawler Crane is 112t.
What is the weight of the carbody counterweight of the SCC3000A Crawler Crane?,The weight of the carbody counterweight of the SCC3000A Crawler Crane is 40t.
What is the radius of the jib when the boom is at 12m and the jib is at 21m?,The radius of the jib when the boom is at 12m and the jib is at 21m is 102m.
What is the radius of the jib when the boom is at 14m and the jib is at 42m?,The radius of the jib when the boom is at 14m and the jib is at 42m is 58.5m.
What is the radius of the jib when the boom is at 18m and the jib is at 36m?,The radius of the jib when the boom is at 18m and the jib is at 36m is 64.5m.
What is the radius of the jib when the boom is at 24m and the jib is at 57m?,The radius of the jib when the boom is at 24m and the jib is at 57m is 47.9m.
What is the radius of the jib when the boom is at 26m and the jib is at 26m?,The radius of the jib when the boom is at 26m and the jib is at 26m is 49.3m.
What is the radius of the jib when the boom is at 32m and the jib is at 34m?,The radius of the jib when the boom is at 32m and the jib is at 34m is 37m.
What is the radius of the jib when the boom is at 38m and the jib is at 28m?,The radius of the jib when the boom is at 38m and the jib is at 28m is 28.3m.
What is the radius of the jib when the boom is at 40m and the jib is at 40m?,The radius of the jib when the boom is at 40m and the jib is at 40m is 40m.
What is the radius of the jib when the boom is at 44m and the jib is at 44m?,The radius of the jib when the boom is at 44m and the jib is at 44m is 44m.
What is the radius of the jib when the boom is at 48m and the jib is at 19m?,The radius of the jib when the boom is at 48m and the jib is at 19m is 19.6m.
What is the radius of the jib when the boom is at 52m and the jib is at 16.7m?,The radius of the jib when the boom is at 52m and the jib is at 16.7m is 17.1m.
What is the radius of the jib when the boom is at 56m and the jib is at 14.2m?,The radius of the jib when the boom is at 56m and the jib is at 14.2m is 14.6m.
What is the radius of the jib when the boom is at 60m and the jib is at 12.4m?,The radius of the jib when the boom is at 60m and the jib is at 12.4m is 12.4m.
What is the radius of the jib when the boom is at 64m and the jib is at 10m?,The radius of the jib when the boom is at 64m and the jib is at 10m is 10m.
What is the maximum boom length of the SCC3000A Crawler Crane?,The maximum boom length of the SCC3000A Crawler Crane is 32 meters.
What is the minimum jib length of the SCC3000A Crawler Crane?,The minimum jib length of the SCC3000A Crawler Crane is 21 meters.
What is the maximum jib length of the SCC3000A Crawler Crane?,The maximum jib length of the SCC3000A Crawler Crane is 63 meters.
What is the maximum rear counterweight of the SCC3000A Crawler Crane?,The maximum rear counterweight of the SCC3000A Crawler Crane is 112 tons.
What is the maximum carbody counterweight of the SCC3000A Crawler Crane?,The maximum carbody counterweight of the SCC3000A Crawler Crane is 40 tons.
What is the radius of the jib when the boom is at 21 meters and the jib is at 24 meters?,The radius of the jib when the boom is at 21 meters and the jib is at 24 meters is 95.7 meters.
What is the radius of the jib when the boom is at 26 meters and the jib is at 51 meters?,The radius of the jib when the boom is at 26 meters and the jib is at 51 meters is 41.4 meters.
What is the radius of the jib when the boom is at 30 meters and the jib is at 42 meters?,The radius of the jib when the boom is at 30 meters and the jib is at 42 meters is 63.4 meters.
What is the radius of the jib when the boom is at 36 meters and the jib is at 60 meters?,The radius of the jib when the boom is at 36 meters and the jib is at 60 meters is 33.6 meters.
What is the radius of the jib when the boom is at 44 meters and the jib is at 44 meters?,The radius of the jib when the boom is at 44 meters and the jib is at 44 meters is 44 meters.
What is the radius of the jib when the boom is at 52 meters and the jib is at 52 meters?,The radius of the jib when the boom is at 52 meters and the jib is at 52 meters is 52 meters.
What is the radius of the jib when the boom is at 56 meters and the jib is at 56 meters?,The radius of the jib when the boom is at 56 meters and the jib is at 56 meters is 56 meters.
What is the radius of the jib when the boom is at 60 meters and the jib is at 60 meters?,The radius of the jib when the boom is at 60 meters and the jib is at 60 meters is 60 meters.
What is the radius of the jib when the boom is at 64 meters and the jib is at 64 meters?,The radius of the jib when the boom is at 64 meters and the jib is at 64 meters is 64 meters.
What is the radius of the jib when the boom is at 66 meters and the jib is at 66 meters?,The radius of the jib when the boom is at 66 meters and the jib is at 66 meters is 66 meters.
What is the radius of the jib when the boom is at 34 meters and the jib is at 34 meters?,The radius of the jib when the boom is at 34 meters and the jib is at 34 meters is 34 meters.
What is the radius of the jib when the boom is at 38 meters and the jib is at 38 meters?,The radius of the jib when the boom is at 38 meters and the jib is at 38 meters is 38 meters.
What is the radius of the jib when the boom is at 40 meters and the jib is at 40 meters?,The radius of the jib when the boom is at 40 meters and the jib is at 40 meters is 40 meters.
What is the radius of the jib when the boom is at 28 meters and the jib is at 28 meters?,The radius of the jib when the boom is at 28 meters and the jib is at 28 meters is 28 meters.
What is the radius of the jib when the boom is at 24 meters and the jib is at 24 meters?,The radius of the jib when the boom is at 24 meters and the jib is at 24 meters is 24 meters.
What is the radius of the jib when the boom is at 22 meters and the jib is at 22 meters?,The radius of the jib when the boom is at 22 meters and the jib is at 22 meters is 22 meters.
What is the radius of the jib when the boom is at 20 meters and the jib is at 20 meters?,The radius of the jib when the boom is at 20 meters and the jib is at 20 meters is 20 meters.
What is the radius of the jib when the boom is at 18 meters and the jib is at 18 meters?,The radius of the jib when the boom is at 18 meters and the jib is at 18 meters is 18 meters.
What is the radius of the jib when the boom is at 16 meters and the jib is at 16 meters?,The radius of the jib when the boom is at 16 meters and the jib is at 16 meters is 16 meters.
What is the radius of the jib when the boom is at 14 meters and the jib is at 14 meters?,The radius of the jib when the boom is at 14 meters and the jib is at 14 meters is 14 meters.
What is the maximum boom length of the SCC3000A Crawler Crane?,The maximum boom length of the SCC3000A Crawler Crane is 35m.
What is the minimum jib length of the SCC3000A Crawler Crane?,The minimum jib length of the SCC3000A Crawler Crane is 21m.
What is the rear counterweight of the SCC3000A Crawler Crane?,The rear counterweight of the SCC3000A Crawler Crane is 112t.
What is the carbody counterweight of the SCC3000A Crawler Crane?,The carbody counterweight of the SCC3000A Crawler Crane is 40t.
What is the radius at a jib length of 21m and a boom angle of 85°?,The radius at a jib length of 21m and a boom angle of 85° is 97.4m.
What is the radius at a jib length of 26m and a boom angle of 85°?,The radius at a jib length of 26m and a boom angle of 85° is 50.6m.
What is the radius at a jib length of 40m and a boom angle of 85°?,The radius at a jib length of 40m and a boom angle of 85° is 20.1m.
What is the radius at a jib length of 52m and a boom angle of 85°?,The radius at a jib length of 52m and a boom angle of 85° is 14.2m.
What is the radius at a jib length of 66m and a boom angle of 85°?,The radius at a jib length of 66m and a boom angle of 85° is 10.3m.
What is the radius at a jib length of 34m and a boom angle of 85°?,The radius at a jib length of 34m and a boom angle of 85° is 34.6m.
What is the radius at a jib length of 38m and a boom angle of 85°?,The radius at a jib length of 38m and a boom angle of 85° is 28.1m.
What is the radius at a jib length of 36m and a boom angle of 85°?,The radius at a jib length of 36m and a boom angle of 85° is 31.8m.
What is the radius at a jib length of 28m and a boom angle of 85°?,The radius at a jib length of 28m and a boom angle of 85° is 45.4m.
What is the radius at a jib length of 20m and a boom angle of 85°?,The radius at a jib length of 20m and a boom angle of 85° is 72.5m.
What is the radius at a jib length of 22m and a boom angle of 85°?,The radius at a jib length of 22m and a boom angle of 85° is 64.5m.
What is the radius at a jib length of 18m and a boom angle of 85°?,The radius at a jib length of 18m and a boom angle of 85° is 80.9m.
What is the radius at a jib length of 16m and a boom angle of 85°?,The radius at a jib length of 16m and a boom angle of 85° is 88.2m.
What is the radius at a jib length of 14m and a boom angle of 85°?,The radius at a jib length of 14m and a boom angle of 85° is 95.2m.
What is the maximum boom length of the SCC3000A Crawler Crane?,The maximum boom length of the SCC3000A Crawler Crane is 38m.
What is the minimum jib length of the SCC3000A Crawler Crane?,The minimum jib length of the SCC3000A Crawler Crane is 21m.
What is the maximum radius of the jib at an angle of 85 degrees and a jib length of 38m?,The maximum radius of the jib at an angle of 85 degrees and a jib length of 38m is 64.2m.
What is the rear counterweight of the SCC3000A Crawler Crane?,The rear counterweight of the SCC3000A Crawler Crane is 112t.
What is the carbody counterweight of the SCC3000A Crawler Crane?,The carbody counterweight of the SCC3000A Crawler Crane is 40t.
What is the radius of the jib at a length of 21m and an angle of 24 degrees?,The radius of the jib at a length of 21m and an angle of 24 degrees is 96m.
What is the radius of the jib at a length of 26m and an angle of 48 degrees?,The radius of the jib at a length of 26m and an angle of 48 degrees is 50.5m.
What is the maximum jib length that can be used at a radius of 44m and an angle of 85 degrees?,The maximum jib length that can be used at a radius of 44m and an angle of 85 degrees is 30m.
What is the radius of the jib at a length of 38m and an angle of 85 degrees?,The radius of the jib at a length of 38m and an angle of 85 degrees is 39.9m.
What is the radius of the jib at a length of 40m and an angle of 85 degrees?,The radius of the jib at a length of 40m and an angle of 85 degrees is 41.7m.
What is the maximum radius that can be achieved at a jib length of 66m and an angle of 85 degrees?,The maximum radius that can be achieved at a jib length of 66m and an angle of 85 degrees is 10m.
What is the radius of the jib at a length of 52m and an angle of 85 degrees?,The radius of the jib at a length of 52m and an angle of 85 degrees is not provided in the table.
