question,answer
What should you do after inspecting the fuel tank strainer?,To check if the lights and warning devices on the wheel loader are functioning properly.
What should you do before replacing a fuse?,"Front work lights, headlights, turn signals/hazard lights, and marker lights."
What should you replace a fuse with?,"In the ""Right Console"" section on page 3-14."
Why should you inspect the condition of the seal on the fuse block?,"With the key switch ON, check the horn for proper operation."
Where is the ePower fuse block located?,"In the ""Cab"" section on page 3-9."
How do you access the fuses in the ePower fuse block?,"Rear work lights, beacon light, backup lights, brake lights/taillights, and turn signals/hazard lights."
Where is the Vehicle Electrical Center (VEC) fuse block located?,"In the ""Right Console"" section on page 3-14."
How do you access the fuses in the VEC fuse block?," Front work lights, headlights, turn signals/hazard lights, and marker lights."
Where is the Battery Compartment Fuse Block located?,"""Right Console"" on page 3-14"
How do you access the fuses in the Battery Compartment Fuse Block?,"With the key switch ON, check that the horn operates properly."
What is the purpose of checking the alternator?,"See ""Cab"" on page 3-9"
How often should you check the alternator?,"Rear work lights, beacon light, backup lights, brake lights/taillights, and turn signals/hazard lights."
What precautions should you take when working with batteries?,"""Right Console"" on page 3-14"
How many 12V batteries are connected in series to provide 24V to the electrical system?,Prepare the machine for service and turn the battery disconnect switch to OFF.
What should you do before servicing the batteries?,"Remove the engine oil dipstick, wipe it clean, insert it into the dipstick tube, wait 10 seconds, and remove it to check the oil level."
What should you check on the top surfaces of the batteries?,The high and low marks on the dipstick.
How do you clean corrosion from the battery connections?,It could result in engine damage and improper machine operation.
What should you do with the battery cables when replacing a battery?,"When the engine is cool, not when it's hot."
How should you dispose of used batteries?,Dispose of it in accordance with all applicable environmental regulations.
What should you do after installing new batteries?,"Remove the engine oil filter housing cap, remove the old filter element, place a new one in the engine housing, and replace the O-ring and thread the cap into place."
How do you check the battery terminals?,"Look for signs of abrasion, chunk-out, pulling, uneven rib wear, improper installation, cracking, misalignment, and gravel penetration."
Where is the ePower fuse block located?,Replace it.
How do you access the fuses in the ePower fuse block?,"Check the belt deflection between the idler and crankshaft pulley, which should be between 0.28 in. – 0.30 in. (7 mm – 10 mm)."
What is the location of the Vehicle Electrical Center (VEC) fuse block?,"Look for signs of abrasion, chunk-out, pulling, uneven rib wear, improper installation, cracking, misalignment, and gravel penetration."
How do you access the fuses in the VEC fuse block?,Replace it.
Where is the battery compartment fuse block located?,Do not overfill with engine oil so the oil level is above the high mark on the dipstick. This could result in engine damage and improper machine operation.
How often should you check the alternator?,Refer to “Engine Oil Viscosity/Temperature Data” on page 5-7 for the recommended engine oil viscosity.
What are some things to check on the alternator?,CAUTION: Do not perform engine maintenance when the engine is hot. Hot engine oil or engine components may cause severe burns.
What is a safety precaution to remember before working on batteries?," Place an appropriately sized container under the engine drain plug (2), then remove the drain plug."
What should you do if battery acid contacts your skin or eyes?,NOTICE!
What is important to remember when disconnecting a battery?,The level must be between the high (5) and low (6) marks.
How many 12V batteries are in the machine's electrical system?,"•Abrasion:  The serpentine belt appears shiny, glazed, or fabric is exposed.  This is a sign that the serpentine belt is in contact with an object such as a flange or fastener."
What should you do before servicing the batteries?,The belt deflection should be between 0.28 in.–0.30 in. (7 mm–10 mm).
What should you check for on the top surfaces and battery connections?,Replace the belt if damaged.
What should you do with the old batteries?,Prepare the machine for service.
How do you connect the batteries?,OFF
How do you check the air conditioner filters in the SW405K Wheel Loader?,Between the air conditioner compressor and the crankshaft pulley.
What is the purpose of the fresh-air filter in the SW405K Wheel Loader?,Between 0.28 in.–0.30 in (7 mm–10 mm).
How do you check the air conditioning operation in the SW405K Wheel Loader?,Replace the belt.
What precaution should be taken when checking the engine exhaust system?,Prepare the machine for service.
What is standstill regeneration in the context of the SW405K Wheel Loader?,In the left side engine compartment.
How do you activate standstill regeneration?,By releasing three latches and removing the engine air filter housing cover.
What happens during standstill regeneration?,Replace the air filter.
How do you add diesel exhaust fluid (DEF) to the SW405K Wheel Loader?,No.
How do you replace the diesel exhaust fluid (DEF) suction filter?,Prepare the machine for service.
How do you replace the diesel exhaust fluid (DEF) pump filter?,By releasing three latches and removing the air filter housing cover.
What is the first step in checking the hydraulic oil level?,Clean the inside of the air filter housing.
Where is the sight glass located to check the hydraulic oil level?,It should be seated firmly over the secondary filter.
What are the two level marks on the sight glass?,Prepare the machine for service.
What should you do if the oil level is below the low mark on the hydraulic tank sight glass?,By releasing three latches and removing the air filter cover.
What should you not do when adding hydraulic oil?,Clean the inside of the air filter housing.
What is the first step in adding hydraulic oil?,It should be seated firmly on the base.
How do you relieve the hydraulic system pressure?,A SANY dealer.
What should you inspect before adding hydraulic oil?,Prepare the machine for service.
How often should you check for leaks after adding hydraulic oil?,In the left side engine compartment.
What should you do after checking the hydraulic oil level?,OFF.
What is the purpose of checking hydraulic connections?,Remove two fasteners and pull the crankcase breather away from the engine.
What should you do if you find damaged or defective fittings?,Use a pliers to squeeze hose clamp tabs and remove the breather hose.
What warning should you be aware of when relieving hydraulic system pressure?,"Prepare the machine for service, turn the battery disconnect switch to the OFF position, and open the left side engine compartment access doors."
How do you relieve pressure from the hydraulic tank?,On top of the radiator.
What should you do before changing the hydraulic oil?,"Add coolant through the expansion tank filler, then install the expansion tank filler cap."
Where is the hydraulic tank drain block located?,"Because engine coolant may be under pressure when the engine is hot, and it can cause serious injury or death."
What should you do with used hydraulic oil?,Dispose of it in accordance with all applicable environmental regulations.
How often should you recheck the hydraulic oil level after adding new oil?,"Using compressed air, but follow the warnings and guidelines to avoid serious injury or damage to the machine."
What should you replace when replacing the hydraulic oil return filter?,Shut down the engine and prepare the machine for service.
What is the first step in replacing the hydraulic oil return filter?,To clean the radiator during maintenance.
What should be disposed of in compliance with all applicable environmental regulations?,Remove two fasteners (1) and pull crankcase breather (2) away from the engine.
What should be installed in step 12?,Use a pliers
What should be positioned on top of the hydraulic oil return filter cover in step 13?, Install the new gasket (5) onto the new crankcase breather.
What should be done before servicing the hydraulic system?,Prepare the machine for service. See “Maintenance Safety” on page 2-5.
What should be removed in step 5?,"Engine coolant is toxic. Avoid inhaling or ingesting engine coolant. If eyes or skin are contaminated by engine coolant, wash the affected area with plenty of water and seek medical treatment immediately."
What should be pressed down while removing the four fasteners in step 6?, On top of the radiator.
What should be installed in step 10?,"If additional engine coolant is required, slowly open the expansion tank filler cap (2) to release any pressure from the expansion tank."
What should be done to support the boom before accessing the hydraulic pilot filter?,Start and run the engine at low idle until it reaches normal operating temperature.
What should be shut down before servicing the hydraulic system?,Slowly open  the expansion tank filler cap (1) to release cooling system pressure from the expansion tank.
What should be relieved before servicing the hydraulic system?,Low-pressure compressed air or water.
What should be removed in step 6?,To avoid damaging the fins or causing other engine damage.
Where is the hydraulic pilot filter located?,Blow or wash dirt and debris out of the cooler fins using low-pressure air or water.
How often should the breather filter be replaced?,"That the air flowing out of the intake air cooler, air conditioner condenser, hydraulic oil cooler, transmission oil cooler, and the coolant radiator is clear of dust or debris."
What should be done before servicing the hydraulic system?,Prepare the machine for service and turn the battery disconnect switch to the OFF position.
What should be removed in step 4?,Because fuel or fuel vapors that come into contact with hot surfaces or electrical components can cause a fire.
What should you do with used hydraulic oil and filters?,The vent hole in the filler cap and the O-ring seal in the fuel filler cap.
What is the purpose of the spring (9) when replacing the hydraulic oil return filter?,"Because pressure in the fuel tank may drop if the vent hole in the cap is blocked, which may hinder the flow of fuel."
How do you know when the hydraulic suction filter element is correctly installed?,Prepare the machine for service and turn the battery disconnect switch to the OFF position.
What should you do before servicing the hydraulic system?,An appropriately sized container under the primary fuel filter/water separator.
What warning is given regarding supporting the boom when replacing the Hydraulic Pilot Filter?,Because fuel or fuel vapors that come into contact with hot surfaces or electrical components can cause a fire.
What is the recommended interval for replacing the hydraulic system breather filter?,A thin film of clean engine oil.
What should you do if the hydraulic tank filler cover moves up while loosening the fasteners?,Only if an excessive amount of water or contaminants is found while draining the fuel/water separator.
What should you do if the hydraulic system is under pressure beforereplacing a filter?,Prepare the machine for service and turn the battery disconnect switch to the OFF position.
What should you do to release pressure in the hydraulic system?,To check for debris or damage.
What should you do after removing the hydraulic system breather filter element cover?,Install and lock the fuel tank filler cap after refueling.
What should you do before inspecting the driveshaft fasteners?,Make sure the key switch is in the OFF position and the batteries are disconnected.
What should you check for on the driveshafts?,One of the same capacity.
What should you do before checking the wheel mounting fasteners?,"To check for moisture, and replace the seal if necessary."
What is the torque value for wheel mounting fasteners?,Inside the electrical cabinet on the right side of the cab.
When should you replace a tire?,Remove the four fasteners and cover.
What should you check for on the tires before starting the machine?,Inside the electrical cabinet on the right side of the cab.
What should you do if a tire has deflated?,Open the hinged fuse box cover.
What should you do to check tire pressure?,Inside the battery compartment at the left rear side of the machine.
What should you do to inflate a tire?,Remove the fuse block cover.
What should you do before performing any service on the brake system?,"To check for loose mounting bolts, worn or loose drive belt, worn alternator bearings, case and internal corrosion, and tightness of electrical connectors."
How many times should you press and release the brake pedal to relieve the pressure in the brake accumulator?,Every 1000 hours of service.
What should you do to inspect the service brakes?,"Battery gases are explosive, wear personal protective equipment, work in a well-ventilated area, and follow proper disconnection procedures."
How thick should the park brake pads be?,Two.
What should you do to check the park brake pad to disc clearance?,Allow several minutes for any accumulated battery gases to clear.
What should you do before checking the axle oil level?,Signs of corrosion or dirt buildup.
How many times should you press and release the brake pedal to relieve the pressure in the brake accumulator before checking the axle oil level?,Use a clean rag and a battery corrosion cleaning compound.
Where should the oil level be when checking the oil level in the SW405K Wheel Loader?,"Disconnect the black, ground (-) cables first, then disconnect the red, positive (+) cables."
How often should the drive axle oil be changed?,In accordance with all applicable environmental regulations.
What is the warning when performing service on the brake system?,"Connect the red, positive (+) cables first, then connect the black, ground (-) cables."
How do you relieve the pressure in the brake accumulator?,"Check for signs of corrosion or dirt buildup, clean the area with a mix of baking soda and warm water if necessary, and coat the terminals with battery corrosion preventative."
What should be inspected when draining the axle oil?,Inside the electrical cabinet on the right side of the cab.
What should be done with the used oil after changing the axle oil?,Remove the four fasteners and cover.
How often should the brake line filter be replaced?,Inside the electrical cabinet on the right side of the cab.
What is the warning when servicing the brake system?,Open the hinged fuse box cover.
What should be done with the hydraulic oil and filters after replacement?,Inside the battery compartment at the left rear side of the machine.
How do you check the transmission oil level?,Every 1000 hours of service.
What is the warning when checking the transmission oil level?,"Loose mounting bolts, worn or loose drive belt, worn alternator bearings, case and internal corrosion, and the tightness of electrical connectors."
How often should the transmission oil be changed?,"Battery gases are explosive, so never smoke around batteries or expose them to sparks or open flames."
What should be done before proceeding with changing the transmission oil?,Flush the area immediately with fresh water and seek medical attention.
What should be done with the transmission oil and filters after replacement?,Wait for at least 2 minutes after engine shutdown so the engine control module (ECM) can complete its shutdown procedure.
What is the first step in adding transmission oil to the SW405K wheel loader?,Two.
What is the appropriate amount of transmission oil to add?,Allow several minutes for any accumulated battery gases to clear.
Why should you not overfill the transmission with oil?,Signs of corrosion or dirt buildup.
At what RPM should the engine be run to reach the recommended transmission temperature?,Dispose of them in accordance with all applicable environmental regulations.
What is the recommended transmission temperature?,Connect them in series.
How should the transmission oil level be checked?,"Release latches and remove the panel behind the cab seat, remove wing nuts and bracket, remove the cab filter and clean or replace as necessary, and install in reverse order of removal."
What is the purpose of collecting oil samples?,The fresh-air filter is part of the climate control system and needs to be removed and replaced as necessary.
Where can an oil analysis sample kit be obtained?,"With the engine running, adjust the fan speed control dial to each setting, check the fan speed control and airflow, turn the heater on/off control switch to the right and check if heat is present, turn the temperature control dial to the right and check if the air temperature changes from warm to cool, and check the recirculated-air/fresh-air control switch function."
How should the machine be prepared before collecting oil samples?,Make sure the engine is shut down and the exhaust has cooled to a point where it can be touched without burning.
Why is it important to use clean material when collecting oil samples?,"Standstill regeneration is a process that needs to be done in a well-ventilated area, away from highly combustible materials, with the transmission control lever in neutral position, and the hydraulic system locked out."
How should the oil samples be sent for testing?,"Through the monitor screen, press the function button to access the Calibration and Operation screens, highlight the Operation Screen option, press the function button next to the check mark icon to access the Operation Screen, highlight the Standstill regeneration release option, and press the function button next to the check mark icon to choose the option."
What is the first step in collecting an engine oil sample?,"The monitor will display ""regen. ongoing"" and the machine cannot be operated until the regeneration is complete."
How should the area around the engine oil dipstick be prepared before collecting a sample?,"Prepare the machine for service, unlock and open the DEF tank compartment door, remove the DEF tank filler cap, add DEF as needed, and install the DEF tank filler cap."
What is the purpose of the oil sample tube?,"Prepare the machine for service, remove the fasteners and DEF compartment cover, press the buttons and disconnect the two coolant hoses, disconnect the backflow hose and DEF hose, loosen the hose clamp, remove the DEF unit from the tank, replace the DEF suction filter, and install the DEF suction filter by reversing steps 1 through 8."
How should the engine oil dipstick be replaced after collecting a sample?,"Prepare the machine for service, remove the fasteners and DEF compartment cover, remove the access panel, remove the fastener and pivot the brace clear of the DEF pump filter cover, remove the DEF pump filter cover, remove the filter seal and filter element, install a new filter element and install the seal and DEF pump filter cover, swing the brace back into position and install the screw and washer, and install the access panel and the DEF compartment cover."
What is the first step in collecting front and rear axle oil samples?,"1. Release latches (1) and remove the panel (2) from behind the cab seat. 2. Remove wing nuts (3), bracket (4). 3. Remove the cab filter (5) from the bracket and clean or replace as necessary."
How should the wheels be prepared before collecting axle oil samples?, Check the recirculated-air/fresh-air control switch (4) function. See “Climate Control Panel” on page 3-17 for climate control panel operational information.
What is the purpose of the axle check/fill plug?,Turn the heater on/off control switch (2) to the right and check if heat is present.
How should the O-ring on the check/fill plug be replaced after collecting a sample?,Turn the temperature control dial (3) to the right and check if the air temperature changes from warm to cool.
What is the first step in collecting a hydraulic oil sample?,"Ensure the engine is shut down, the exhaust has cooled, and wear gloves."
How should the hydraulic system pressure be relieved before collecting a sample?," The diesel particulate filter (DPF) regenerates automatically when required. During this regeneration process, it burns off accumulated soot, helping to keep the engine clean and efficient. Standstill regeneration is initiated from the touch screen when the machine is stationary."
What is the purpose of the hydraulic tank filler cover?,"1. Prepare the machine for service. 2. Start and run the engine at idle. 3. On the Home screen, press the function button (1) at the bottom right to access the Calibration and Operation screens. 4. Press the function button up (2) or down (3) arrow icons to highlight the Operation Screen (5) option. Press the function button (4) next to the check mark icon to access the Operation Screen. 5. Press the up or down arrow icons to highlight the Standstill regeneration release (6) option. Press the function button next to the check mark icon to choose the option. 6. Place the transmission control lever in the neutral position. 7. Lock out the hydraulic system. 8. Use the function button next to the down arrow icon to highlight the Release option. 9. Press the function button next to the check mark icon to confirm the selection and activate the standstill regeneration."
Why is it important to block the filler opening whenever the cover is removed?,Do not operate any controls.
How should the hydraulic tank filler cover be installed after collecting a sample?," When the ""regen. ongoing"" message is no longer displayed, standstill regeneration is complete and the machine can be operated normally."
What is the purpose of the access panel?,Locate the DEF tank filler cap (1) and add DEF as needed.
What type of grease should be used to lubricate the machine?,"Prepare the machine, turn off the battery, and remove the DEF compartment cover."
What should be avoided when lubricating the machine?," Disconnect both the coolant hoses and the DEF hose, remove the DEF unit from the tank and replace the DEF suction filter"
What is the recommended type of grease for heavy-duty plain and rolling element bearings operating under severe conditions?,"Follow the steps outlined in the text, including turning off the battery, removing necessary covers,  uninstalling the old filter, installing a new filter, and reassembling the system."
Where can the lubrication chart be found?,Prepare the machine for service. See “Maintenance Safety” on page 2-5.
What should you NOT do when adding transmission oil?,On the left side of the machine behind the cab.
What temperature range should the transmission reach before checking the oil level?,High (2) and low (3) level marks.
" Where can you find information about the correct location, capacity, and type of transmission oil?",Add hydraulic oil.
What is critical to ensure the validity of an oil sample?,Do not add hydraulic oil to a level above the high level mark on the hydraulic tank sight glass.
What should you do before collecting an engine oil sample?,Prepare the machine for service. See “Maintenance Safety” on page 2-5.
What should you turn to OFF before collecting engine oil samples?,See “Relieve Hydraulic System Pressure” on page 5-36.
How should you remove the hydraulic tank filler cover?,The O-ring. Replace if missing or damaged.
Where should you insert the oil sample tube when collecting a hydraulic oil sample?,After 10 minutes of running the engine.
What type of grease should you use when lubricating the machine?,Install the hydraulic tank filler cover and access panel.
Where are the grease fittings located for the bucket cylinder base end?,"To inspect for cracks, damage, or abnormal wear."
What should you inspect and replace as necessary on the windshield wiper?,Replace them.
Where is the windshield washer fluid tank located?,Allow the hydraulic system to cool before servicing. Hot oil may cause burns or other serious injury.
What should you add to the windshield washer fluid tank?,Press the vent button to relieve pressure from the hydraulic tank.
Where is the escape tool located?,Relieve the hydraulic system pressure. See “Relieve Hydraulic System Pressure” on page 5-36.
What should you do if the escape tool is missing or damaged?,On the left side of the machine on the inside of the rear frame.
Where is the fire extinguisher located?,Dispose of it in compliance with all applicable environmental regulations.
What type of fire extinguisher is required?,After 10 minutes of running the engine.
How often should you inspect the fire extinguisher?,The filter cover.
What should you do if the fire extinguisher is damaged?,1. Prepare the machine for service and turn the battery disconnect switch to OFF. 2. Check the oil level in the sight glass located on the left side of the machine behind the cab. The sight glass has high and low level marks. Add oil if the level is below the low mark.
What should you check on the machine exterior?,Do not add more hydraulic oil. Adding oil above the high level mark could damage the machine and cause improper operation.
What should you do if safety decals are damaged or missing?,The first step is to prepare the machine for service and turn the battery disconnect switch to OFF.
How should you check for fluid leaks?,The hydraulic tank filler cover may move up due to the action of an internal spring.
What should you do if you find a fluid leak?, The hydraulic tank filler cover is located behind the access panel on the left side of the machine.
Where should you start checking for fluid leaks?,Inspect the O-ring for damage or missing parts.
What should you check on the work equipment?,"The capacity for the hydraulic tank can be found in the ""Location, Capacity, and Type"" section."
"What should you do if you find loose, worn, or damaged mounting fasteners on the work equipment?",Dispose of used hydraulic oil in compliance with all applicable environmental regulations.
Where is the windshield washer fluid tank located?,1. Park the machine on a level surface and lower all equipment to the ground. 2. Shut down the engine and turn the key switch to ON. 3. Fully cycle all hydraulic controls two to three times within 15 seconds to release pressure in the system. 4. Turn the key switch to OFF. 5. Remove the wing nut from the breather valve and press the vent button to release pressure from the hydraulic tank. 6. Reinstall the wing nut.
What should you do if the escape tool is missing or damaged?,"Allow the hydraulic system to cool before servicing. Hot hydraulic oil may cause burns or other serious injury. The tank may be under pressure, and hydraulic oil may be present at the filler cap. Relieve hydraulic system pressure to prevent injury."
Where is the fire extinguisher located?,Remove the spring (9).
What type of fire extinguisher is required for the SW405K Wheel Loader?,Used hydraulic oil and filters.
 What should you do if you find loose sheet metal panels or covers?,A new hydraulic oil return filter and filter cover (10).
What should you use to check for fluid leaks and why?,The spring.
"What should you do if you find loose, worn, or damaged mounting fasteners on the work equipment?",Prepare the machine for service and relieve hydraulic system pressure.
What is the height to axle centerline of the SW405K Wheel Loader?,Four fasteners (1) and the access panel (2).
What is the height to top of the cab of the SW405K Wheel Loader?,The hydraulic tank filler cover (3).
What is the distance from the centerline of the rear axle to the edge of the counterweight?,A new hydraulic suction filter element on the filter rod.
What is the wheelbase of the SW405K Wheel Loader?,Raise and support the boom with an appropriate supporting device.
What is the distance from the centerline of the front axle to the center pivot?,The engine.
What is the shipping length of the SW405K Wheel Loader without attachments?,The hydraulic system pressure.
What is the shipping length of the SW405K Wheel Loader with a bucket?,The fasteners (1) and the front frame access panel (2).
What is the maximum dump height of the SW405K Wheel Loader?,Inside the front frame.
What is the hinge pin height at maximum lift of the SW405K Wheel Loader?,"Every 500 hours, or more frequently depending on the work environment and degree of contamination."
What is the dump clearance at maximum lift of the SW405K Wheel Loader?,"Prepare the machine for service, turn the battery disconnect switch to OFF, and relieve hydraulic system pressure."
What is the dig depth of the SW405K Wheel Loader with a level bucket?,The wing nut (1) from the breather valve.
What is the reach at maximum lift and 45º discharge of the SW405K Wheel Loader?,Dispose of used hydraulic oil and filters in compliance with all applicable environmental regulations.
What is the roll back at maximum lift of the SW405K Wheel Loader?,The spring (9) is positioned on top of the hydraulic oil return filter cover.
What is the dump angle at maximum lift and dump of the SW405K Wheel Loader?,"When properly installed, the end of the filter rod is flush with the inside of the hydraulic suction filter element."
What is the roll back at carry height of the SW405K Wheel Loader?,Allow the hydraulic system to cool before servicing.
What is the roll back at ground of the SW405K Wheel Loader?,Use an appropriate supporting device to support the boom. Failure to follow this warning will result in death or serious injury.
What is the tail angle to the rear wheel of the SW405K Wheel Loader?,"Depending on the work environment and the degree of contamination, the filter may need to be replaced more frequently than every 500 hours."
What is the clearance circle to the outside of the tires of the SW405K Wheel Loader?,This is normal due to the action of an internal spring.
What is the clearance circle to the counterweight of the SW405K Wheel Loader?,Relieve hydraulic system pressure.
What is the maximum circle of the SW405K Wheel Loader?,Press the vent button.
What is the width of the bucket of the SW405K Wheel Loader?,Pull up to remove the hydraulic system breather filter from the valve body.
What is the width of the SW405K Wheel Loader?,"Prepare the machine for service, turn the battery disconnect switch to the OFF position, and chock the wheels."
What is the articulation angle of the SW405K Wheel Loader?,"Loose, missing, or damaged fasteners."
What is the height to the axle centerline of the SW405K Wheel Loader?,Prepare the machine for service and turn the battery disconnect switch to the OFF position.
What is the height to the top of the cab of the SW405K Wheel Loader?,553 lb-ft–590 lb-ft (750 N•m–800 N•m).
What is the distance from the centerline of the rear axle to the edge of the counterweight?,When it reaches its maximum wear limit.
What is the wheelbase of the SW405K Wheel Loader?,"Uneven or accelerated tire wear, wheel rim cracks, corrosion, or damage, and debris on the tires."
What is the distance from the centerline of the front axle to the center pivot?,Dismount the tire and inspect the wheel rim for damage.
What is the shipping length of the SW405K Wheel Loader without attachments?,Contact a SANY dealer for the recommended tire inflation pressure.
What is the shipping length of the SW405K Wheel Loader with a bucket?,"Follow the guidelines for inflating tires to avoid accidents, such as inflating the tire on a machine or in a protective device that can absorb or dissipate a shock wave."
What is the maximum dump height of the SW405K Wheel Loader?,Relieve the brake hydraulic pressure.
What is the hinge pin height at maximum lift?,30 to 40 times.
What is the dump clearance at maximum lift?,Remove the inspection port plugs and measure the clearance between the outer flanges of the two friction plates.
What is the dig depth with a level bucket?,At least 0.125 in. (3.2 mm).
What is the reach at maximum lift and 45º discharge?,"Inspect the clearance between the park brake disc and the brake pad after the first week or 50 service hours, then monthly or every 250 service hours."
What is the roll back at maximum lift?,"Prepare the machine for service, turn the battery disconnect switch to the OFF position, and chock the wheels."
What is the dump angle at maximum lift and dump 45°?,30 to 40 times.
What is the roll back at carry height?,Press the vent button to release pressure in the hydraulic system.
What is the roll back at ground level?,Dispose of hydraulic oil and filters in accordance with all applicable environmental regulations.
What is the tail angle to the rear wheel?,The wheel mounting fastener torque value is 553 lb-ft–590 lb-ft (750 N•m–800 N•m).
What is the clearance circle to the outside of the tires?,Replace a tire when it reaches its maximum wear limit.
What is the clearance circle to the counterweight?,The tread at 1/4 in. from the tire edge should be worn to a depth of 0.08 in.–0.19 in. (2 mm–5 mm).
What is the maximum circle of the SW405K Wheel Loader?,34 psi (2.37 bar)
What is the width of the bucket?,40 psi (2.75 bar)
What is the width of the SW405K Wheel Loader?,Relieve the brake hydraulic pressure.
What is the articulation angle of the SW405K Wheel Loader?,0.125 in. (3.2 mm)
What is the bucket capacity of the SW405K Wheel Loader?,0.020 in. (0.5 mm) to 0.100 in. (2.54 mm).
What is the breakout force of the SW405K Wheel Loader?,The oil level should be level with the bottom of the fill/check plug hole.
What is the tipping load straight of the SW405K Wheel Loader?,"The drive axle oil should be changed after the initial 14 days or 100 hours of service, then every 6 months or 1000 hours thereafter."
What is the tipping load at full turn of the SW405K Wheel Loader?,"There is a risk of high pressure injection of oil through skin, and residual pressure in the brake system may cause oil to be released under high pressure, even if the engine has stopped running for a period of time."
What is the clearance at full lift 45° dump of the SW405K Wheel Loader?,Press and release the brake pedal 30 to 40 times to relieve the pressure in the brake accumulator.
What is the reach at full lift 45° dump of the SW405K Wheel Loader?,Inspect the drained oil for signs of metal particles and foreign material.
What is the rated bucket capacity of the SW405K Wheel Loader?,Dispose of the used oil in compliance with all applicable environmental regulations.
What is the rated load of the SW405K Wheel Loader?,"The frequency of replacement is not specified in the text, but it should be replaced according to the manufacturer's instructions."
What is the boom lifting time (rated load) of the SW405K Wheel Loader?,"There is a risk of high pressure injection of oil through skin, and residual pressure in the brake system may cause oil to be released under high pressure, even if the engine has stopped running for a period of time."
What is the maximum traction of the SW405K Wheel Loader?,Dispose of hydraulic oil and filters in accordance with all applicable environmental regulations.
What is the maximum lifting force of the SW405K Wheel Loader?,Check the transmission oil level with the engine running at idle (600 rpm) at 180°F-200°F (82°C-93°C).
What is the gradeability of the SW405K Wheel Loader?,Do not overfill with transmission oil so the oil level is above the high mark on the dipstick.
What is the operating weight of the SW405K Wheel Loader?,"The transmission oil should be changed after the initial 14 days or 100 hours of service, then every 6 months or 1000 hours thereafter."
What is the engine model of the SW405K Wheel Loader?,Wait for the engine to cool before proceeding. Failure to do so could result in burns or other serious injury.
What is the maximum gross power of the SW405K Wheel Loader's engine?,Dispose of transmission oil and filters in accordance with all applicable environmental regulations.
What is the net engine power of the SW405K Wheel Loader's engine?,"Change the drive axle oil after the initial 14 days or 100 hours of service, then every 6 months or 1000 hours thereafter."
What is the maximum gross torque of the SW405K Wheel Loader's engine?,Relieve the brake hydraulic pressure.
What is the displacement of the SW405K Wheel Loader's engine?,30 to 40 times.
What is the bore/stroke of the SW405K Wheel Loader's engine?,Inside the machine frame on the left side near the frame articulation joint.
What is the minimum engine speed of the SW405K Wheel Loader's engine?,Dispose of them in accordance with all applicable environmental regulations.
What is the maximum engine speed of the SW405K Wheel Loader's engine?,180°F–200°F (82°C–93°C).
What is the specific fuel consumption of the SW405K Wheel Loader's engine?,"Replace the transmission oil after the initial 14 days or 100 hours of service, then every 6 months or 1000 hours thereafter."
What is the engine weight of the SW405K Wheel Loader's engine?,Wait for the engine to cool before proceeding.
What is the system voltage of the SW405K Wheel Loader's electrical system?,Dispose of them in accordance with all applicable environmental regulations.
What is the battery voltage of the SW405K Wheel Loader's electrical system?,Remove the dipstick from the transmission filler tube.
What is the battery capacity of the SW405K Wheel Loader's electrical system?,"See ""Location, Capacity, and Type"" on page 5-6."
What is the alternator power output of the SW405K Wheel Loader's electrical system?,It could result in transmission damage and improper machine operation.
What is the starter motor power output of the SW405K Wheel Loader's electrical system?,500-600 rpm.
What is the transmission model of the SW405K Wheel Loader's transmission?,180°F-200°F (82°C-90°C).
What is the type of transmission of the SW405K Wheel Loader's transmission?,"Using the dipstick, and the level must be between the high and low marks."
What is the shift mode of the SW405K Wheel Loader's transmission?,Not mentioned in the text.
What is the forward gear range of the SW405K Wheel Loader's transmission?,From a SANY dealer.
What is the reverse gear range of the SW405K Wheel Loader's transmission?,Operate the machine until the lubricant in the compartment being tested is up to normal operating temperature.
What is the service brake type of the SW405K Wheel Loader's hydraulic system?,To ensure the validity of the oil sample and prevent equipment damage and contamination.
What is the park brake type of the SW405K Wheel Loader's hydraulic system?,According to the instructions packaged with the sample kit.
What is the maximum flow of the SW405K Wheel Loader's hydraulic system?,Prepare the machine for service.
What is the maximum pressure of the SW405K Wheel Loader's hydraulic system?,Clean the area around the engine oil dipstick.
What is the raise time of the SW405K Wheel Loader's hydraulic system?,To collect a sample of engine oil.
What is the dump time of the SW405K Wheel Loader's hydraulic system?,Replace the engine oil dipstick.
What is the float down time of the SW405K Wheel Loader's hydraulic system?,Prepare the machine for service.
What is the total cycle time of the SW405K Wheel Loader's hydraulic system?,Chock the wheels.
What is the operating weight of the SW405K Wheel Loader?,To collect a sample of axle oil.
What is the engine weight of the SW405K Wheel Loader?,Replace the O-ring on the check/fill plug.
What is the radiator assembly weight of the SW405K Wheel Loader?,Prepare the machine for service.
What is the hydraulic oil tank assembly weight (without hydraulic oil) of the SW405K Wheel Loader?,"See ""Relieve Hydraulic System Pressure"" on page 5-36."
What is the fuel tank assembly weight (without fuel) of the SW405K Wheel Loader?,To collect a sample of hydraulic oil.
What is the operator cab weight of the SW405K Wheel Loader?,To prevent dirt and debris from entering the hydraulic tank.
What is the seat weight of the SW405K Wheel Loader?,Install the hydraulic tank filler cover.
What is the counterweight (single) weight of the SW405K Wheel Loader?,To access the hydraulic tank filler cover.
What is the hydraulic pump (working pump) weight of the SW405K Wheel Loader?,Clean EP (extreme pressure) grease.
